http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010790.pub3/full|Blood disorders|Laser therapy for retinopathy in sickle cell disease|Kay Thi Myint, Soumendra Sahoo, Aung Win Thein, Soe Moe, Han Ni|2022-12-12
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013340/full|Neurology|Mixed exercise training for adults with fibromyalgia|Julia Bidonde, Angela J Busch, Candice L Schachter, Sandra C Webber, Kristin E Musselman, Tom J Overend, Suelen M Góes, Vanina Dal Bello‐Haas, Catherine Boden|2019-5-24
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD008388.pub3/full|Neurology|Interventions for visual field defects in people with stroke|Alex Pollock, Christine Hazelton, Fiona J Rowe, Sven Jonuscheit, Ashleigh Kernohan, Jayne Angilley, Clair A Henderson, Peter Langhorne, Pauline Campbell|2019-5-23
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009760.pub4/full|Neurology|Transcranial direct current stimulation (tDCS) for improving aphasia in adults with aphasia after stroke|Bernhard Elsner, Joachim Kugler, Marcus Pohl, Jan Mehrholz|2019-5-21
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD007231.pub3/full|Neurology|Stem cell transplantation for ischemic stroke|Giorgio Battista Boncoraglio, Michela Ranieri, Anna Bersano, Eugenio A Parati, Cinzia Del Giovane|2019-5-5
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010990.pub2/full|Neurology|Positional therapy for obstructive sleep apnoea|P R Srijithesh, Rajeswari Aghoram, Amit Goel, Jayaraj Dhanya|2019-5-1
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD008123.pub4/full|Neurology|Medical treatment for botulism|Colin H Chalk, Tim J Benstead, Joshua D Pound, Mark R Keezer|2019-4-17
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011427.pub2/full|Neurology|Prehospital stroke scales as screening tools for early identification of stroke and transient ischemic attack|Zhivko Zhelev, Greg Walker, Nicholas Henschke, Jonathan Fridhandler, Samuel Yip|2019-4-9
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010528.pub4/full|Neurology|Herbal medicinal products or preparations for neuropathic pain|Adele Boyd, Chris Bleakley, Deirdre A Hurley, Chris Gill, Mary Hannon-Fletcher, Pamela Bell, Suzanne McDonough|2019-4-2
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD004149.pub3/full|Neurology|Constraint‐induced movement therapy in children with unilateral cerebral palsy|Brian J Hoare, Margaret A Wallen, Megan N Thorley, Michelle L Jackman, Leeanne M Carey, Christine Imms|2019-4-1
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD003154.pub6/full|Neurology|Memantine for dementia|Rupert McShane, Maggie J Westby, Emmert Roberts, Neda Minakaran, Lon Schneider, Lucy E Farrimond, Nicola Maayan, Jennifer Ware, Jean Debarros|2019-3-20
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012278.pub2/full|Neurology|Computerised cognitive training for maintaining cognitive function in cognitively healthy people in midlife|Nicola J Gates, Anne WS Rutjes, Marcello Di Nisio, Salman Karim, Lee‐Yee Chong, Evrim March, Gabriel Martínez, Robin WM Vernooij|2019-3-13
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012279.pub2/full|Neurology|Computerised cognitive training for preventing dementia in people with mild cognitive impairment|Nicola J Gates, Robin WM Vernooij, Marcello Di Nisio, Salman Karim, Evrim March, Gabriel Martínez, Anne WS Rutjes|2019-3-13
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011121.pub2/full|Neurology|AD‐8 for detection of dementia across a variety of healthcare settings|Kirsty Hendry, Claire Green, Rupert McShane, Anna H Noel‐Storr, David J Stott, Sumayya Anwer, Alex J Sutton, Jennifer K Burton, Terry J Quinn|2019-3-4
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012120.pub2/full|Neurology|Physical exercise training for type 3 spinal muscular atrophy|Bart Bartels, Jacqueline Montes, W Ludo van der Pol, Janke F de Groot|2019-3-1
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD005253.pub3/full|Neurology|Iodine supplementation for the prevention of mortality and adverse neurodevelopmental outcomes in preterm infants|Verena Walsh, Jennifer Valeska Elli Brown, William McGuire|2019-2-25
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD001928.pub3/full|Neurology|Calcium antagonists for acute ischemic stroke|Jing Zhang, Jia Liu, Dan Li, Canfei Zhang, Ming Liu|2019-2-13
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD004462.pub4/full|Neurology|Interventions for treating urinary incontinence after stroke in adults|Lois H Thomas, Jacqueline Coupe, Lucy D Cross, Aidan L Tan, Caroline L Watkins|2019-2-1
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012732.pub2/full|Neurology|Rehabilitation for people with multiple sclerosis: an overview of Cochrane Reviews|Bhasker Amatya, Fary Khan, Mary Galea|2019-1-14
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012405.pub2/full|Neurology|Deep brain stimulation for dystonia|Filipe B Rodrigues, Gonçalo S Duarte, David Prescott, Joaquim Ferreira, João Costa|2019-1-10
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD007834.pub3/full|Neurology|Iron for the treatment of restless legs syndrome|Lynn M Trotti, Lorne A Becker|2019-1-4
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012622.pub2/full|Neurology|Non‐pharmacological interventions for chronic pain in multiple sclerosis|Bhasker Amatya, Jamie Young, Fary Khan|2018-12-19
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009676.pub2/full|Neurology|Acupuncture for symptomatic gastroparesis|Kun Hyung Kim, Myeong Soo Lee, Tae‐Young Choi, Tae‐Hun Kim|2018-12-18
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011906.pub2/full|Neurology|Vitamin and mineral supplementation for maintaining cognitive function in cognitively healthy people in mid and late life|Anne WS Rutjes, David A Denton, Marcello Di Nisio, Lee‐Yee Chong, Rajesh P Abraham, Aalya S Al‐Assaf, John L Anderson, Muzaffar A Malik, Robin WM Vernooij, Gabriel Martínez, Naji Tabet, Jenny McCleery|2018-12-17
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD010284.pub2/full|Neurology|Traditional Chinese herbal medicine for vascular dementia|Edwin SY Chan, Dianne T Bautista, Yanan Zhu, Yong You, Jian Ting Long, Wenyun Li, Christopher Chen|2018-12-6
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011215.pub2/full|Neurology|Acupuncture and related interventions for the treatment of symptoms associated with carpal tunnel syndrome|Gwang‐Ho Choi, L Susan Wieland, Hyangsook Lee, Hoseob Sim, Myeong Soo Lee, Byung‐Cheul Shin|2018-12-4
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009783.pub2/full|Neurology|Interventions for preventing intensive care unit delirium in adults|Suzanne Forsyth Herling, Ingrid E Greve, Eduard E Vasilevskis, Ingrid Egerod, Camilla Bekker Mortensen, Ann Merete Møller, Helle Svenningsen, Thordis Thomsen|2018-11-23
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD008218.pub4/full|Neurology|Anti‐angiogenic therapy for high‐grade glioma|Malaka Ameratunga, Nick Pavlakis, Helen Wheeler, Robin Grant, John Simes, Mustafa Khasraw|2018-11-22
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011905.pub2/full|Neurology|Vitamin and mineral supplementation for preventing dementia or delaying cognitive decline in people with mild cognitive impairment|Jenny McCleery, Rajesh P Abraham, David A Denton, Anne WS Rutjes, Lee‐Yee Chong, Aalya S Al‐Assaf, Daniel J Griffith, Shireen Rafeeq, Hakan Yaman, Muzaffar A Malik, Marcello Di Nisio, Gabriel Martínez, Robin WM Vernooij, Naji Tabet|2018-11-1
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD008153.pub4/full|Neurology|Subpial transection surgery for epilepsy|Balaji Krishnaiah, Sridharan Ramaratnam, Lakshmi Narasimhan Ranganathan|2018-11-1
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD000323.pub3/full|Neurology|Swallowing therapy for dysphagia in acute and subacute stroke|Philip M Bath, Han Sean Lee, Lisa F Everton|2018-10-30
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009622.pub5/full|Neurology|Gamma aminobutyric acid (GABA) receptor agonists for acute stroke|Jia Liu, Jing Zhang, Lu‐Ning Wang|2018-10-30
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009292.pub2/full|Neurology|Percutaneous vascular interventions versus intravenous thrombolytic treatment for acute ischaemic stroke|Haakon Lindekleiv, Eivind Berge, Karsten MH Bruins Slot, Joanna M Wardlaw|2018-10-26
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD001904.pub4/full|Neurology|Carbamazepine versus phenobarbitone monotherapy for epilepsy: an individual participant data review|Sarah J Nevitt, Anthony G Marson, Catrin Tudur Smith|2018-10-24
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD003615.pub4/full|Neurology|Oxcarbazepine versus phenytoin monotherapy for epilepsy: an individual participant data review|Sarah J Nevitt, Catrin Tudur Smith, Anthony G Marson|2018-10-23
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD006187.pub3/full|Neurology|Very early versus delayed mobilisation after stroke|Peter Langhorne, Janice M Collier, Patricia J Bate, Matthew NT Thuy, Julie Bernhardt|2018-10-16
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009068.pub3/full|Neurology|Interventions for preventing and treating cardiac complications in Duchenne and Becker muscular dystrophy and X‐linked dilated cardiomyopathy|John P Bourke, Teofila Bueser, Rosaline Quinlivan|2018-10-16
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD006348.pub3/full|Neurology|Traditional Chinese medicinal herbs for the treatment of idiopathic chronic fatigue and chronic fatigue syndrome|Denise Adams, Taixiang Wu, Xunzhe Yang, Shusheng Tai, Sunita Vohra|2018-10-15
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD008757.pub3/full|Neurology|Information provision for people with multiple sclerosis|Sascha Köpke, Alessandra Solari, Anne Rahn, Fary Khan, Christoph Heesen, Andrea Giordano|2018-10-14
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD003945.pub4/full|Neurology|Valproate preparations for agitation in dementia|Sarah F Baillon, Usha Narayana, Jay S Luxenberg, Andrew V Clifton|2018-10-5
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD008422.pub3/full|Neurology|Vitamin D for the management of multiple sclerosis|Vanitha A Jagannath, Graziella Filippini, Carlo Di Pietrantonj, G V Asokan, Edward W Robak, Liz Whamond, Sarah A Robinson|2018-9-24
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011077.pub2/full|Neurology|Modifying the consistency of food and fluids for swallowing difficulties in dementia|Eadaoin Flynn, Christina H Smith, Cathal D Walsh, Margaret Walshe|2018-9-24
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011073.pub2/full|Neurology|Art therapy for people with dementia|Sunita R Deshmukh, John Holmes, Alastair Cardno|2018-9-13
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD006876.pub5/full|Neurology|Electromechanical and robot‐assisted arm training for improving activities of daily living, arm function, and arm muscle strength after stroke|Jan Mehrholz, Marcus Pohl, Thomas Platz, Joachim Kugler, Bernhard Elsner|2018-9-3
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD003944.pub2/full|Neurology|Antidepressants for treating depression in dementia|Robert Dudas, Reem Malouf, Jenny McCleery, Tom Dening|2018-8-31
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012086.pub2/full|Neurology|Surgery versus stereotactic radiotherapy for people with single or solitary brain metastasis|Rafel Fuentes, Dimelza Osorio, José Expósito Hernandez, Daniel Simancas‐Racines, Maria José Martinez‐Zapata, Xavier Bonfill Cosp|2018-8-20
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD003085.pub3/full|Neurology|Endovascular coiling versus neurosurgical clipping for people with aneurysmal subarachnoid haemorrhage|Antti Lindgren, Mervyn DI Vergouwen, Irene van der Schaaf, Ale Algra, Marieke Wermer, Mike J Clarke, Gabriel JE Rinkel|2018-8-15
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD001769.pub4/full|Neurology|Sodium valproate versus phenytoin monotherapy for epilepsy: an individual participant data review|Sarah J Nevitt, Anthony G Marson, Jennifer Weston, Catrin Tudur Smith|2018-8-9
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012543.pub2/full|Neurology|Activity monitors for increasing physical activity in adult stroke survivors|Elizabeth A Lynch, Taryn M Jones, Dawn B Simpson, Natalie A Fini, Suzanne S Kuys, Karen Borschmann, Sharon Kramer, Liam Johnson, Michele L Callisaya, Niruthikha Mahendran, Heidi Janssen, Coralie English, on behalf of the ACTIOnS Collaboration|2018-7-27
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD003477.pub4/full|Neurology|Music‐based therapeutic interventions for people with dementia|Jenny T van der Steen, Hanneke JA Smaling, Johannes C van der Wouden, Manon S Bruinsma, Rob JPM Scholten, Annemiek C Vink|2018-7-23
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD007858.pub2/full|Neurology|Blood pressure‐lowering treatment for preventing recurrent stroke, major vascular events, and dementia in patients with a history of stroke or transient ischaemic attack|Thomas P Zonneveld, Edo Richard, Mervyn DI Vergouwen, Paul J Nederkoorn, Rob J de Haan, Yvo BWEM Roos, Nyika D Kruyt|2018-7-19
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011542.pub2/full|Neurology|Environmental and behavioural modifications for improving food and fluid intake in people with dementia|Max Herke, Astrid Fink, Gero Langer, Tobias Wustmann, Stefan Watzke, Anne‐Marie Hanff, Marion Burckhardt|2018-7-18
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD008449.pub3/full|Neurology|Mirror therapy for improving motor function after stroke|Holm Thieme, Nadine Morkisch, Jan Mehrholz, Marcus Pohl, Johann Behrens, Bernhard Borgetto, Christian Dohle|2018-7-11
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009258.pub3/full|Neurology|Clobazam monotherapy for focal or generalized seizures|Ravindra Arya, Nisha Giridharan, Vidhu Anand, Sushil K Garg|2018-7-11
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011492.pub2/full|Neurology|Interventions for the treatment of brain radionecrosis after radiotherapy or radiosurgery|Caroline Chung, Andrew Bryant, Paul D Brown|2018-7-9
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD001031.pub4/full|Neurology|Lamotrigine versus carbamazepine monotherapy for epilepsy: an individual participant data review|Sarah J Nevitt, Catrin Tudur Smith, Jennifer Weston, Anthony G Marson|2018-6-28
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD007990.pub3/full|Neurology|Pharmacological treatment for attention deficit hyperactivity disorder (ADHD) in children with comorbid tic disorders|Sydney T Osland, Thomas DL Steeves, Tamara Pringsheim|2018-6-26
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011616.pub2/full|Neurology|Botulinum toxins for the prevention of migraine in adults|Clare P Herd, Claire L Tomlinson, Caroline Rick, W J Scotton, Julie Edwards, Natalie Ives, Carl E Clarke, Alexandra Sinclair|2018-6-25
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012409.pub2/full|Neurology|Neonatal interventions for preventing cerebral palsy: an overview of Cochrane Systematic Reviews|Emily Shepherd, Rehana A Salam, Philippa Middleton, Shanshan Han, Maria Makrides, Sarah McIntyre, Nadia Badawi, Caroline A Crowther|2018-6-20
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD001190.pub3/full|Neurology|Donepezil for dementia due to Alzheimer's disease|Jacqueline S Birks, Richard J Harvey|2018-6-18
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD005594.pub3/full|Neurology|Antipsychotics for treatment of delirium in hospitalised non‐ICU patients|Lisa Burry, Sangeeta Mehta, Marc M Perreault, Jay S Luxenberg, Najma Siddiqi, Brian Hutton, Dean A Fergusson, Chaim Bell, Louise Rose|2018-6-18
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012430.pub2/full|Neurology|Trihexyphenidyl for dystonia in cerebral palsy|Adrienne R Harvey, Louise B Baker, Dinah Susan Reddihough, Adam Scheinberg, Katrina Williams|2018-5-15
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD009103.pub3/full|Neurology|Interventions for improving modifiable risk factor control in the secondary prevention of stroke|Bernadeta Bridgwood, Kate E Lager, Amit K Mistri, Kamlesh Khunti, Andrew D Wilson, Priya Modi|2018-5-7
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD005951.pub4/full|Neurology|Haemostatic therapies for acute spontaneous intracerebral haemorrhage|Rustam Al‐Shahi Salman, Zhe Kang Law, Philip M Bath, Thorsten Steiner, Nikola Sprigg|2018-4-17
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD000203.pub4/full|Neurology|Gamma‐aminobutyric acid agonists for antipsychotic‐induced tardive dyskinesia|Samer Alabed, Youssef Latifeh, Husam Aldeen Mohammad, Hanna Bergman|2018-4-17
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD007726.pub3/full|Neurology|Withdrawal versus continuation of long‐term antipsychotic drug use for behavioural and psychological symptoms in older people with dementia|Ellen Van Leeuwen, Mirko Petrovic, Mieke L van Driel, An IM De Sutter, Robert Vander Stichele, Tom Declercq, Thierry Christiaens|2018-4-1
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD003317.pub3/full|Neurology|Acupuncture for acute stroke|Mangmang Xu, Dan Li, Shihong Zhang|2018-3-30
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013398.pub4/full|Public health|House modifications for preventing malaria|Tilly Fox, Joanna Furnival-Adams, Marty Chaplin, Mark Napier, Evelyn A Olanga|2022-10-6
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD011677.pub3/full|Public health|Strategies for enhancing the implementation of school‐based policies or practices targeting diet, physical activity, obesity, tobacco or alcohol use|Luke Wolfenden, Sam McCrabb, Courtney Barnes, Kate M O'Brien, Kwok W Ng, Nicole K Nathan, Rachel Sutherland, Rebecca K Hodder, Flora Tzelepis, Erin Nolan, Christopher M Williams, Sze Lin Yoong|2022-8-29
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD012705.pub2/full|Public health|Comprehensive Geriatric Assessment for community‐dwelling, high‐risk, frail, older people|Robert Briggs, Anna McDonough, Graham Ellis, Kathleen Bennett, Desmond O'Neill, David Robinson|2022-5-6
http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD013463.pub2/full|Public health|Fortification of salt with iron and iodine versus fortification of salt with iodine alone for improving iron and iodine status|Jo-Anna B Baxter, Bianca Carducci, Mahdis Kamali, Stanley H Zlotkin, Zulfiqar A Bhutta|2022-4-21
